"$100","$100","lesson 19"
"crop","crp","lesson 48 (complete text)"
"cross","crs","lesson 3"
"crosshauling","crshlg","lesson 70 (complete text)"
"crowd","crwd","lesson 2 (complete text)"
"curlers","crlrs","lesson 61 (complete text)"
"current","crn","lesson 4"
"curricular","crculr","lesson 58 (complete text)"
"curtain","crtn","lesson 61 (complete text)"
"custom","cstm","lesson 29"
"customary","cstmr","lesson 17"
"customer","cstmr","lesson 7"
"customers","cstmrs","lesson 6"
"customs","cstms","lesson 23"
"cut","ct","lesson 7"
"cut-and-sewn","ct-a-son","lesson 20"
"cuts","cts","lesson 22"
"cutting","ctg","lesson 18"
"cuttings","ctgs","lesson 27"
"cycle","cicl","lesson 59 (complete text)"
"cyclorama","ciclorma","lesson 67 (complete text)"
"cyclotron","ciclotrn","lesson 52 (complete text)"
"d.c.","d.c.","lesson 20"
"dacron","dcrn","lesson 69 (complete text)"
"dad","dd","lesson 3"
"dairy","dr","lesson 2, phonetic abbreviations"
"damage","dmg","lesson 26"
"dance","dn","lesson 9"
"dare","dr","lesson 6"
"date","d","lesson 3, briefs d=dear, do, due, did, date, would"
"dawn's","dn's","lesson 27"
"day","da","lesson 3"
"days","das","lesson 28"
"de-icing","d-icg","lesson 49 (complete text)"
"dead","dd","lesson 30"
"deadline","ddlin","lesson 66 (complete text)"
"deal","dl","lesson 28"
"dealers","dlrs","lesson 12"
"dealing","dlg","lesson 25"
"dear","d","lesson 3, briefs d=dear, do, due, did, date, would"
"decades","dcads","lesson 21"
"deceiving","dcvg","lesson 24"
"december","d","lesson 4, day of week and months"
"decide","dcid","lesson 6"
"decided","dcidd","lesson 28"
"decision","dczn","lesson 10"
"decollete","daclta","lesson 54 (complete text)"
"decreasing","dcrsg","lesson 20"
"dedicate","ddcat","lesson 30"
"dedicated","ddcatd","lesson 30"
"deductions","ddcss","lesson 19"
"deed","ded","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"deer","der","lesson 9"
"defeat","dft","lesson 11"
"defense","dfn","lesson 4"
"defenses","dfns","lesson 2 (complete text)"
"defined","dfind","lesson 25"
"definition","dfns","lesson 25"
"deflate","dflat","lesson 5, common word beginnings and endings"
"deflection","dflcs","lesson 63 (complete text)"
"degree","dgre","lesson 28"
"dehydration","dhidras","lesson 62 (complete text)"
"delay","dla","lesson 4"
"delayed","dlad","lesson 4"
"deliver","dlvr","lesson 11"
"demand","dmd","lesson 23"
"dementia","dmsa","lesson 65 (complete text)"
"demulsify","dmlsf","lesson 64 (complete text)"
"demurrage","dmrg","lesson 70 (complete text)"
"denier","dnyr","lesson 54 (complete text)"
"denim","dnm","lesson 69 (complete text)"
"denominations","dnmass","lesson 19"
"dent","dn","lesson 2, phonetic abbreviations"
"department","dprtm","lesson 4"
"depends","dpns","lesson 27"
"depletion","dpls","lesson 52 (complete text)"
"deplore","dplor","lesson 2, phonetic abbreviations"
"depreciation","dprsas","lesson 9"
"deride","drid","lesson 2 (complete text)"
"dermatitis","drmtits","lesson 70 (complete text)"
"dermis","drms","lesson 5, common word beginnings and endings"
"descend","dsn","lesson 49 (complete text)"
"desk","dsk","lesson 25"
"despite","dspit","lesson 5, common word beginnings and endings"
"destroy","dstry","lesson 26"
"destroys","dstrys","lesson 22"
"detached","dtcd","lesson 63 (complete text)"
"detachments","dtcms","lesson 63 (complete text)"
"detailed","dtald","lesson 3"
"details","dtals","lesson 7"
"detained","dtand","lesson 4"
"determine","dtrm","lesson 23"
"detract","dtrk","lesson 30"
"develop","dvlp","lesson 28"
"developed","dvlpd","lesson 18"
"development","dvlpm","lesson 12"
"developments","dvlpms","lesson 6"
"devote","dvot","lesson 5, common word beginnings and endings"
"devotion","dvos","lesson 30"
"diagnostic","dignstc","lesson 58 (complete text)"
"dialogue","dilg","lesson 67 (complete text)"
"did","d","lesson 3, briefs d=dear, do, due, did, date, would"
"die","di","lesson 8"
"died","did","lesson 30"
"diesel","dsl","lesson 64 (complete text)"
"diet","dit","lesson 15"
"dietary","ditr","lesson 16"
"diets","dits","lesson 15"
"differences","dfrns","lesson 24"
"different","dfrn","lesson 20"
"difficult","dfclt","lesson 7"
"diffuse","dfus","lesson 5, common word beginnings and endings"
"dig","dg","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"dimension","dms","lesson 51 (complete text)"
"dimensions","dmss","lesson 10"
"diminish","dms","lesson 13"
"dining","ding","lesson 68 (complete text)"
"diplomatic","dplomtc","lesson 20"
"diplomats","dplomts","lesson 20"
"diptheria","dptra","lesson 22"
"directives","drctvs","lesson 63 (complete text)"
"disciplinary","dsplnr","lesson 63 (complete text)"
"disciplined","dsplnd","lesson 3"
"discoloration","dsclras","lesson 62 (complete text)"
"discovered","dscvrd","lesson 13"
"discussion","dscs","lesson 9"
"disease","dss","lesson 22"
"disease-producing","dss-pducg","lesson 22"
"displaying","dsplag","lesson 24"
"disposition","dsposs","lesson 8"
"distillate","dstlat","lesson 64 (complete text)"
"distinct","dstnk","lesson 10"
"distortion","dstrs","lesson 60 (complete text)"
"distributed","dstrbutd","lesson 4"
"distribution","dstrbus","lesson 12"
"district","dstrk","lesson 5, common word beginnings and endings"
"ditto","dto","lesson 10"
"divinity","dvnt","lesson 69 (complete text)"
"division","dvzn","lesson 9"
"do","d","lesson 3, briefs d=dear, do, due, did, date, would"
"does","ds","lesson 24"
"doing","dg","lesson 18"
"dollars","dlrs","lesson 19"
"domestic","domstc","lesson 56 (complete text)"
"don't","dn'","lesson 15"
"don't","dn'","lesson 24"
"done","dn","lesson 9"
"door","dor","lesson 4"
"doubt","dwt","lesson 21 (complete text)"
"draftsman","drftsm","lesson 51 (complete text)"
"drainage","drang","lesson 48 (complete text)"
"drayage","drag","lesson 70 (complete text)"
"dress","drs","lesson 2, phonetic abbreviations"
"dried","drid","lesson 25"
"drinks","drnks","lesson 14"
"driving","drivg","lesson 24"
"drug","drg","lesson 25"
"drugstore","drgstor","lesson 14"
"dry","dri","lesson 24"
"dual","dul","lesson 5, common word beginnings and endings"
"due","d","lesson 3, briefs d=dear, do, due, did, date, would"
"duel","dul","lesson 2 (complete text)"
"dummies","dms","lesson 24"
"dummy","dm","lesson 24"
"duotone","duton","lesson 2 (complete text)"
"duplicate","duplcat","lesson 5, common word beginnings and endings"
"duplication","duplcas","lesson 4"
"during","durg","lesson 9"
"duty","dut","lesson 63 (complete text)"
"dye","di","lesson 22"
"dynamo","dinmo","lesson 18"
"dynamometer","dinmetr","lesson 59 (complete text)"
"each","ec","lesson 11"
"earlier","erlr","lesson 18"
"earliest","erlst","lesson 21"
"early","erl","lesson 17"
"earth","ert","lesson 30"
"easement","easm","lesson 68 (complete text)"
"east","est","lesson 7"
"eat","et","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"eaten","etn","lesson 29"
"eating","etg","lesson 15"
"ecclesiastical","eclsstcl","lesson 69 (complete text)"
"edema","edma","lesson 70 (complete text)"
"edge","eg","lesson 49 (complete text)"
"edges","egs","lesson 20"
"effected","efkd","lesson 4"
"effects","efks","lesson 25"
"efficiency","efsc","lesson 5, common word beginnings and endings "
"effort","eft","lesson 8"
"egocentricity","egocntrct","lesson 65 (complete text)"
"egyptians","egpss","lesson 17"
"elasticity","elstct","lesson 27"
"elect","elk","lesson 3 (complete text)"
"electric","elctrc","lesson 5, common word beginnings and endings"
"electromagnetic","elctromgntc","lesson 67 (complete text)"
"electron","elkrn","lesson 5, common word beginnings and endings"
"element","elm","lesson 4"
"eliminate","elmat","lesson 4"
"elimination","elmas","lesson 10"
"else","els","lesson 7"
"embassy","mbs","lesson 20"
"embroidered","mbrydrd","lesson 54 (complete text)"
"emerged","mrgd","lesson 20"
"emphasis","mfs","lesson 10"
"empire","mpir","lesson 5, common word beginnings and endings"
"employ","mply","lesson 15"
"employees","mplyes","lesson 8"
"employs","mplys","lesson 20"
"emulsification","mlsfcas","lesson 53 (complete text)"
"emulsifying","emlsfg","lesson 62 (complete text)"
"encapsulation","ncpsulas","lesson 60 (complete text)"
"enclose","q","lesson 4, briefs q=enclose, quite, require"
"enclosed","qd","lesson 7"
"encounter","nvwntr","lesson 4"
"encourage","ncrg","lesson 24"
"endure","ndur","lesson 30"
"engaged","ngagd","lesson 30"
"engine","ngn","lesson 18"
"engineer","ngner","lesson 4"
"engineers","ngners","lesson 4"
"england","egln","lesson 17"
"engraving","ngravg","lesson 66 (complete text)"
"enlargments","nlrgms","lesson 10"
"enlisted","nlstd","lesson 63 (complete text)"
"enough","nf","lesson 19 (complete text)"
"entered","ntrd","lesson 21"
"enterprise","ntrpris","lesson 5, common word beginnings and endings"
"envelope","nvlop","lesson 5, common word beginnings and endings"
"envelopes","nvlops","lesson 19"
"equal","eql","lesson 30"
"equipment","eqpm","lesson 3"
"erosion","eros","lesson 48 (complete text)"
"escrow","escro","lesson 68 (complete text)"
"especially","espsl","lesson 8"
"essential","esnsl","lesson 10"
"establish","estbls","lesson 8"
"established","estblsd","lesson 25"
"establishing","estblsg","lesson 25"
"estate","estat","lesson 32 (complete text)"
"europe","europe","lesson 21"
"evacuation","evcuas","lesson 63 (complete text)"
"evaluation","evluas","lesson 58 (complete text)"
"eve","ev","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"even","evn","lesson 2, phonetic abbreviations"
"evening","evng","lesson 3"
"event","evn","lesson 29"
"eventually","evntul","lesson 10"
"ever","v","lesson 4, briefs v=ever, every, have, receive, very"
"every","v","lesson 4, briefs v=ever, every, have, receive, very"
"everyone","vwn","lesson 26"
"evidence","evdn","lesson 2 (complete text)"
"evil","evl","lesson 7"
"exact","xk","lesson 13"
"examination","xmas","lesson 22"
"example","xmpl","lesson 6"
"excepted","xcptd","lesson 25"
"exceptional","xcpsl","lesson 10"
"excessive","xsv","lesson 10"
"exchanges","xcags","lesson 19"
"excused","xcusd","lesson 3"
"exhibitionism","xbssm","lesson 65 (complete text)"
"exhortation","xrtas","lesson 69 (complete text)"
"expansion","xpns","lesson 10"
"expect","xpk","lesson 5, common word beginnings and endings"
"expected","xpctd","lesson 3"
"expenditures","xpndtrs","lesson 10"
"expense","xpn","lesson 3"
"expensive","xpnv","lesson 4"
"experience","xprn","lesson 24"
"experiences","xprns","lesson 28"
"experimental","xprmtl","lesson 58 (complete text)"
"expert","xprt","lesson 24"
"export","xprt","lesson 17"
"exposure","xposr","lesson 51 (complete text)"
"extent","xtn","lesson 21"
"exterior","xtrr","lesson 51 (complete text)"
"extra","xtra","lesson 15"
"eye","i","lesson 7"
"fable","fab","lesson 5, common word beginnings and endings"
"fabrics","fbrcs","lesson 8"
"facade","fcd","lesson 51 (complete text)"
"face","fac","lesson 6"
"facilities","fclts","lesson 23"
"facility","fcl","lesson 2, phonetic abbreviations"
"fact","fk","lesson 13 (complete text)"
"factor","fctr","lesson 23"
"factors","fctrs","lesson 18"
"facts","fks","lesson 24"
"fads","fds","lesson 15"
"fahrenheit","frnhit","lesson 56 (complete text)"
"fair","fr","lesson 25"
"fairly","frl","lesson 2 (complete text)"
"fairness","frn","lesson 6"
"fall","fl","lesson 17"
"false","fls","lesson 6"
"families","fmls","lesson 16"
"family","fml","lesson 23"
"famous","fams","lesson 3"
"fancy","fnc","lesson 2, phonetic abbreviations"
"far","fr","lesson 13"
"farm","frm","lesson 48 (complete text)"
"farmer-producers","frmr-pducrs","lesson 12"
"fascination","fsnas","lesson 28"
"fashioned","fsnd","lesson 20"
"fashioning","fsng","lesson 20"
"fat","ft","lesson 25"
"fatal","fatl","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"fate","fat","lesson 1, rule 1 (never write a silent vowel)"
"father","ftr","lesson 14"
"fathers","ftrs","lesson 30"
"fatted","ftd","lesson 21"
"fattened","ftnd","lesson 17"
"fattening","ftng","lesson 21"
"favor","favr","lesson 3"
"favorite","favrt","lesson 10"
"fear","fr","lesson 15"
"feat","ft","lesson 2, phonetic abbreviations"
"features","ftrs","lesson 10"
"february","f","lesson 4, day of week and months"
"federal","fdrl","lesson 19"
"feed","fed","lesson 17"
"feeding","fedg","lesson 17"
"feel","fel","lesson 24"
"feels","fels","lesson 24"
"feet","fet","lesson 9"
"female","fmal","lesson 12"
"fence","fn","lesson 2, phonetic abbreviations"
"fences","fns","lesson 2 (complete text)"
"ferrous","frs","lesson 53 (complete text)"
"fertility","frtl","lesson 48 (complete text)"
"fetch","fc","lesson 2 (complete text)"
"fever","fvr","lesson 12"
"few","fu","lesson 3"
"fibers","fibrs","lesson 27"
"field","fld","lesson 30"
"fifty","50","lesson 18"
"fight","fit","lesson 1, rule 5 (omit silent consonants within a word [treat the 2nd of a double consonant as silent])"
"figure","fgr","lesson 29"
"file","fil","lesson 6"
"fill","fl","lesson 10"
"film","flm","lesson 4"
"filtration","fltras","lesson 62 (complete text)"
"final","finl","lesson 4"
"finally","finl","lesson 28"
"finance","fnn","lesson 2 (complete text)"
"finances","fnns","lesson 10"
"find","f","lesson 3, briefs f=for, from, if, find"
"fineness","fin","lesson 27"
"finest","finst","lesson 20"
"finish","fns","lesson 2 (complete text)"
"finished","fnsd","lesson 24"
"firms","frms","lesson 7"
"first","1st","lesson 24"
"fish","fs","lesson 2, phonetic abbreviations"
"fit","ft","lesson 7"
"fitted","ftd","lesson 35 (complete text)"
"fitting","ftg","lesson 30"
"five","5","lesson 3"
"fix","fx","lesson 2 (complete text)"
"fixation","fxas","lesson 65 (complete text)"
"fixtures","fxtrs","lesson 9"
"flag","flg","lesson 27"
"flange","flg","lesson 2 (complete text)"
"flannel","flnl","lesson 69 (complete text)"
"flat","flt","lesson 20"
"flavor","flavr","lesson 23"
"flax","flx","lesson 2, phonetic abbreviations"
"fleas","fls","lesson 2 (complete text)"
"fleece","flec","lesson 27"
"flesh","fls","lesson 2 (complete text)"
"flex","flx","lesson 15"
"flighty","flit","lesson 2, phonetic abbreviations"
"floor","flor","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"florist","florst","lesson 3"
"fluid","flod","lesson 2 (complete text)"
"flute","flot","lesson 14"
"fog","fg","lesson 12"
"follow","flo","lesson 1, rule 5 (omit silent consonants within a word [treat the 2nd of a double consonant as silent])"
"followed","flod","lesson 21"
"foment","fom","lesson 2 (complete text)"
"food","fod","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"foods","fods","lesson 15"
"fool","fol","lesson 9"
"for","f","lesson 3, briefs f=for, from, if, find"
"forage","fg","lesson 17"
"forbid","fbd","lesson 5, common word beginnings and endings"
"force","fc","lesson 28"
"forces","fs","lesson 28"
"forcing","fcg","lesson 29"
"forehead","fhd","lesson 5, common word beginnings and endings"
"foreign","fn","lesson 18"
"foreleg","flg","lesson 2 (complete text)"
"forenoon","fnon","lesson 12"
"forestall","fstl","lesson 2, phonetic abbreviations"
"forfeit","fft","lesson 12"
"forget","fg","lesson 30"
"form","fm","lesson 2, phonetic abbreviations"
"formaldehyde","fmldhid","lesson 53 (complete text)"
"format","fmt","lesson 66 (complete text)"
"formation","fmas","lesson 12"
"former","fmr","lesson 2, phonetic abbreviations"
"formulation","fmulas","lesson 25"
"fort","ft","lesson 2 (complete text)"
"forth","ft","lesson 30"
"fortress","ftrs","lesson 2 (complete text)"
"forward","fwrd","lesson 4"
"forwarding","fwrdg","lesson 4"
"fought","ft","lesson 30"
"found","fwn","lesson 16"
"fourscore","frscor","lesson 30"
"foxy","fx","lesson 2, phonetic abbreviations"
"frame","fram","lesson 29"
"france","frn","lesson 17"
"free","fre","lesson 27"
"freedom","fredm","lesson 30"
"freeze","frez","lesson 15"
"freezing","frezg","lesson 25"
"freight","frat","lesson 11"
"freightage","fratg","lesson 70 (complete text)"
"frequency","frqnc","lesson 67 (complete text)"
"frequently","frqnl","lesson 4"
"fresco","frsco","lesson 51 (complete text)"
"fresh","frs","lesson 25"
"friday","f","lesson 4, day of week and months"
"friends","frns","lesson 27"
"fright","frit","lesson 12"
"from","f","lesson 3, briefs f=for, from, if, find"
"front","frn","lesson 9"
"fruits","frots","lesson 25"
"frustration","frstras","lesson 65 (complete text)"
"fuel","ful","lesson 64 (complete text)"
"full","fl","lesson 6"
"full-fashioned","fl-fsnd","lesson 20"
"full-fledged","fl-flgd","lesson 20"
"fun","fn","lesson 2 (complete text)"
"further","frtr","lesson 5, common word beginnings and endings"
"fuselage","fuslg","lesson 49 (complete text)"
"future","futr","lesson 28"
"gabardine","gbrdn","lesson 54 (complete text)"
"gallantly","glnl","lesson 27"
"galley","gl","lesson 66 (complete text)"
"gallon","gln","lesson 10"
"galvanizing","glvnizg","lesson 57 (complete text)"
"galvanometer","glvnmtr","lesson 59 (complete text)"
"game","gam","lesson 9"
"gamma","gma","lesson 52 (complete text)"
"gasoline","gsoln","lesson 64 (complete text)"
"gauge","gag","lesson 2 (complete text)"
"gave","gav","lesson 3"
"generally","gnrl","lesson 19"
"generator","gnratr","lesson 59 (complete text)"
"generous","gnrs","lesson 16"
"generously","gnrsl","lesson 10"
"genie","gn","lesson 2 (complete text)"
"gentle","gntl","lesson 2 (complete text)"
"gentlemen","j","lesson 3, briefs j=gentlemen, just"
"genuine","gnun","lesson 20"
"geography","ggrf","lesson 12"
"geology","glog","lesson 2 (complete text)"
"geometric","gomtrc","lesson 2, phonetic abbreviations"
"geometry","gmtr","lesson 12"
"germ","grm","lesson 2 (complete text)"
"get","g","lesson 3, briefs g=get, give, glad, go, good"
"gets","gs","lesson 14"
"getting","gg","lesson 6"
"gin","gn","lesson 18"
"gingers","fgrs","lesson 24"
"gingham","ggm","lesson 69 (complete text)"
"give","g","lesson 3, briefs g=get, give, glad, go, good"
"given","gn","lesson 3"
"glad","g","lesson 3, briefs g=get, give, glad, go, good"
"glands","glns","lesson 22"
"glare","glr","lesson 27"
"glass","gls","lesson 10"
"gleaming","glemg","lesson 27"
"gleeful","glef","lesson 12"
"glorify","glorf","lesson 12"
"go","g","lesson 3, briefs g=get, give, glad, go, good"
"goats","gots","lesson 27"
"god","gd","lesson 29"
"goes","gs","lesson 14"
"going","gg","lesson 28"
"gondola","gdola","lesson 70 (complete text)"
"good","g","lesson 3, briefs g=get, give, glad, go, good"
"goods","gs","lesson 18"
"gossip","gsp","lesson 12"
"got","gt","lesson 28"
"govern","gvrn","lesson 12"
"government","gvrnm","lesson 13"
"grades","grads","lesson 3"
"gradient","gradn","lesson 63 (complete text)"
"granted","grnd","lesson 25"
"grass","grs","lesson 10"
"gray","gra","lesson 11"
"great","grat","lesson 3"
"greatly","gratl","lesson 22"
"groceries","grocrs","lesson 14"
"ground","grwn","lesson 30"
"group","grop","lesson 28"
"groups","grops","lesson 6"
"grow","gro","lesson 20"
"growing","grog","lesson 48 (complete text)"
"growth","grot","lesson 18"
"guarantee","grnte","lesson 7"
"guard","grd","lesson 4"
"guide","gid","lesson 24"
"gum","gm","lesson 14"
"gypsum","gpsm","lesson 57 (complete text)"
"habits","hbts","lesson 15"
"had","h","lesson 3, briefs h=had, her, here, him"
"hailed","hald","lesson 27"
"halftone","hfton","lesson 66 (complete text)"
"hall","hl","lesson 10"
"hallow","hlo","lesson 30"
"ham","hm","lesson 61 (complete text)"
"hamburger","hmbrgr","lesson 61 (complete text)"
"hand","hn","lesson 19"
"handicap","hncp","lesson 15"
"handled","hnld","lesson 12"
"handling","hnlg","lesson 23"
"happened","hpnd","lesson 18"
"hard","hrd","lesson 7"
"hardware","hrdwr","lesson 14"
"harm","hrm","lesson 26"
"harmless","hrmls","lesson 22"
"harvard","harvard","lesson 3"
"has","z","lesson 4, briefs z=as, has, his, was"
"hat","ht","lesson 3"
"haulage","hlg","lesson 56 (complete text)"
"have","v","lesson 4, briefs v=ever, every, have, receive, very"
"he","e","lesson 3, briefs e=he, the"
"head","hd","lesson 64 (complete text)"
"heads","hds","lesson 4"
"health","hlt","lesson 22"
"healthy","hlty","lesson 3"
"hear","hr","lesson 2, phonetic abbreviations"
"heard","hrd","lesson 3"
"heat","ht","lesson 2, phonetic abbreviations"
"heath","ht","lesson 12"
"heavy","hv","lesson 2, phonetic abbreviations"
"hectic","hctc","lesson 13"
"hedge","hg","lesson 2 (complete text)"
"heel","hel","lesson 12"
"heifer","hfr","lesson 48 (complete text)"
"heifers","hfrs","lesson 21"
"height","hit","lesson 29"
"help","hlp","lesson 10"
"helps","hlps","lesson 24"
"hemline","hmlin","lesson 54 (complete text)"
"her","h","lesson 3, briefs h=had, her, here, him"
"here","h","lesson 3, briefs h=had, her, here, him"
"hero","hro","lesson 2 (complete text)"
"high","hi","lesson 25"
"high-grade","hi-grad","lesson 24"
"higher","hi","lesson 24"
"highly","hil","lesson 3"
"hill","hl","lesson 1, rule 5 (omit silent consonants within a word [treat the 2nd of a double consonant as silent])"
"him","h","lesson 3, briefs h=had, her, here, him"
"himself","hslf","lesson 5, common word beginnings and endings"
"his","z","lesson 4, briefs z=as, has, his, was"
"hobby","hb","lesson 10"
"hogs","hgs","lesson 17"
"hold","hold","lesson 9"
"holder","holdr","lesson 14"
"holiday","hlda","lesson 9"
"holidays","hldas","lesson 4"
"holland","hln","lesson 17"
"homburg","hmbrg","lesson 5, common word beginnings and endings"
"home","hom","lesson 3"
"homes","homs","lesson 18"
"homesick","homsk","lesson 8"
"homogenize","homgniz","lesson 62 (complete text)"
"honest","onst","lesson 29"
"honesty","onst","lesson 25"
"honor","onr","lesson 4"
"honored","hndrd","lesson 30"
"hoof","hof","lesson 14"
"hope","hop","lesson 3"
"hoped","hopd","lesson 28"
"horrible","hrb","lesson 11"
"hose","hos","lesson 1, rule 1 (never write a silent vowel)"
"hosiery","hosr","lesson 54 (complete text)"
"hour","wr","lesson 26"
"hours","wrs","lesson 3"
"house","hws","lesson 22"
"household","hwshold","lesson 8"
"houses","hws","lesson 7"
"how","w","lesson 4, briefs w=how, now, we, were, which, with"
"however","wv","lesson 19"
"human","hum","lesson 13"
"hundred","100","lesson 28, NOTE this is used for the phrase "a hundred" also"
"hydraulic","hidrlc","lesson 49 (complete text)"
"hydrolysis","hidrls","lesson 64 (complete text)"
"hysteresis","hstrs","lesson 59 (complete text)"
"i","i","lesson 3, briefs i=i, is, it, time"
"i've","i'v","lesson 3"
"ice","ic","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"iconoscope","icoscop","lesson 67 (complete text)"
"identifies","idntfis","lesson 22"
"identity","idntt","lesson 25"
"idle","idl","lesson 1, rule 2 (always write a sounding vowel i f at the beginning of a word)"
"if","f","lesson 3, briefs f=for, from, if, find"
"ignore","ignor","lesson 15"
"illusion","ilus","lesson 65 (complete text)"
"imagine","mgn","lesson 18"
"imbue","mbu","lesson 5, common word beginnings and endings"
"imitation","mtas","lesson 20"
"immediately","imdtl","lesson 3"
"immortal","imrtl","lesson 69 (complete text)"
"importance","mprtn","lesson 28"
"important","mprtn","lesson 10"
"importations","mprtass","lesson 21"
"improved","mprovd","lesson 12"
"in","n","lesson 3, briefs n=in, information, know, no, not, when"
"inclined","nclind","lesson 5, common word beginnings and endings"
"include","nclod","lesson 4"
"includes","nclods","lesson 19"
"including","nclodg","lesson 23"
"income","nc","lesson 28"
"inconvenience","ncvnyn","lesson 9"
"incorporated","ncrporatd","lesson 10"
"increase","ncrs","lesson 16"
"increased","ncrsd","lesson 30"
"increases","ncrs","lesson 3"
"increasing","ncrsg","lesson 20"
"indent","ndn","lesson 5, common word beginnings and endings"
"indicate","ndcat","lesson 4"
"indicating","ndcatg","lesson 22"
"individuals","ndvduls","lesson 9"
"indivisible","ndvsb","lesson 29"
"inductance","ndctn","lesson 60 (complete text)"
"industrial","ndstrl","lesson 18"
"industry","ndstr","lesson 12"
"inez","inez","lesson 4"
"infancy","nfnc","lesson 20"
"influenced","nflond","lesson 18"
"inform","nfm","lesson 4"
"information","n","lesson 3, briefs n=in, information, know, no, not, when"
"informed","nfmd","lesson 3"
"ingenuity","ngnut","lesson 18"
"inherited","nhrtd","lesson 29"
"initial","nsl","lesson 10"
"injure","njr","lesson 26"
"innate","inat","lesson 28"
"inquire","nqir","lesson 5, common word beginnings and endings"
"insects","nsks","lesson 13"
"inside","nsid","lesson 24"
"insist","nst","lesson 8"
"inspected","nspctd","lesson 22"
"inspection","nspcs","lesson 22"
"installing","nstlg","lesson 4"
"instant","nstn","lesson 61 (complete text)"
"institutions","nsttuss","lesson 10"
"instructed","nstrctd","lesson 4"
"insufficient","nsfst","lesson 8"
"insulation","nsulas","lesson 57 (complete text)"
"insulator","nsulatr","lesson 59 (complete text)"
"insurance","nsrn","lesson 9"
"intake","nk","lesson 16"
"interchangeable","ntrcagb","lesson 49 (complete text)"
"interest","ntrst","lesson 8"
"interested","ntrstd","lesson 7"
"interior","ntrr","lesson 51 (complete text)"
"interlude","ntrlud","lesson 5, common word beginnings and endings"
